ensembl_peptide_id hgnc_symbol
ENSP00000356076 DYRK3
ENSP00000356224 SYNE1
ENSP00000356410 GLRX2
ENSP00000356562 XPR1
ENSP00000356846 MAEL
ENSP00000357057 CASQ1
ENSP00000357152 CD1C
ENSP00000357581 NKX6-2
ENSP00000357586 CALHM4
ENSP00000357588 CALHM5
ENSP00000357594 CALHM6
ENSP00000357796 TCHHL1
ENSP00000358466 RAB39B
ENSP00000358474 BRCC3
ENSP00000358571 HIPK1
ENSP00000358696 PLXNA3
ENSP00000358786 KCNA10
ENSP00000358798 CALHM3
ENSP00000359013 TNFRSF6B
ENSP00000359521 SLITRK2
ENSP00000359869 USP26
ENSP00000359998 GSTA4
ENSP00000360305 PDLIM1
ENSP00000360485 AKAP14
ENSP00000360541 CPT2
ENSP00000360829 GLT6D1
ENSP00000360992 STAMBPL1
ENSP00000361290 COL4A6
ENSP00000361522 TJAP1
ENSP00000361998 TAF7L
ENSP00000362613 CDX4
ENSP00000362677 WDR38
ENSP00000362817 FABP3
ENSP00000362932 RAB42
ENSP00000364217 AGER
ENSP00000364261 OTUD3
ENSP00000364370 C20orf144
ENSP00000364749 RSG1
ENSP00000366061 NMS
ENSP00000366237 DFFA
ENSP00000366819 UCHL3
ENSP00000368477 SERP2
ENSP00000369042 IPO7
ENSP00000369465 TXLNG
ENSP00000370105 GTF2H2C
ENSP00000370242 WWC3
ENSP00000370297 CER1
ENSP00000370408 CDX2
ENSP00000371051 ZZEF1
ENSP00000371169 RCL1
ENSP00000371234 CYS1
ENSP00000371786 ONECUT3
ENSP00000372724 LY6G5C
ENSP00000374328 FAXC
ENSP00000376943 BCL2L11
ENSP00000377075 RGL3
ENSP00000377176 SPATA7
ENSP00000377486 MRPL19
ENSP00000377570 KRT34
ENSP00000377769 ARL13B
ENSP00000377778 MIEN1
ENSP00000378145 MCUB
ENSP00000378152 AKTIP
ENSP00000378313 RAB3IL1
ENSP00000378332 TGFB1I1
ENSP00000378414 SMARCD1
ENSP00000378505 CLK3
ENSP00000378996 NREP
ENSP00000379032 EXT2
ENSP00000380129 PPIP5K1
ENSP00000380184 GPAT4
ENSP00000380635 ARL16
ENSP00000380702 MYCBP
ENSP00000381340 GGT5
ENSP00000381577 USP34
ENSP00000381739 WNT8A
ENSP00000383411 SAMSN1
ENSP00000384222 WWC2
ENSP00000384264 CNGA1
ENSP00000385571 HIPK2
ENSP00000385720 ARHGAP35
ENSP00000388107 UBA52
ENSP00000388631 PLCD4
ENSP00000389443 USP17L12
ENSP00000389770 FXYD3
ENSP00000390759 USP17L10
ENSP00000392617 SMARCD2
ENSP00000394033 KCNK2
ENSP00000394734 CLK1
ENSP00000397453 UBE2W
ENSP00000397843 TMA7
ENSP00000399696 ENSP00000399696
ENSP00000399970 PPP2R2D
ENSP00000400880 USP17L11
ENSP00000401197 USP19
ENSP00000401437 LDB3
ENSP00000401678 MYOCD
ENSP00000402551 OTUB1
ENSP00000403760 USP17L10
ENSP00000403852 POLR2F
ENSP00000405176 TWIST2
ENSP00000405600 SLC4A2
ENSP00000407818 USP46
ENSP00000410621 USP17L15
ENSP00000410769 CNBP
ENSP00000414922 USP41
ENSP00000415434 USP40
ENSP00000417132 BAP1
ENSP00000417686 SLBP
ENSP00000418721 PURG
ENSP00000418910 SELENOT
ENSP00000419751 GGTLC2
ENSP00000420168 GSTA2
ENSP00000420211 RGL2
ENSP00000420939 SELENOP
ENSP00000421592 ALYREF
ENSP00000421848 TNFAIP8
ENSP00000422097 USP17L25
ENSP00000422216 USP17L21
ENSP00000422621 USP17L17
ENSP00000422887 USP17L30
ENSP00000422969 USP17L29
ENSP00000423115 USP17L22
ENSP00000423211 USP17L27
ENSP00000423503 USP17L18
ENSP00000423777 USP17L28
ENSP00000424077 USP17L23
ENSP00000424243 EYS
ENSP00000424838 DDX4
ENSP00000425375 USP17L24
ENSP00000425582 USP17L19
ENSP00000425955 USP17L5
ENSP00000426359 MCIDAS
ENSP00000427264 USP17L20
ENSP00000427366 USP17L26
ENSP00000427772 WWC1
ENSP00000430344 PLCD1
ENSP00000430690 TFF3
ENSP00000431284 LPXN
ENSP00000431391 API5
ENSP00000432799 MANF
ENSP00000435061 ENSP00000435061
ENSP00000436812 MUC5B
ENSP00000438125 TPCN1
ENSP00000438468 HHAT
ENSP00000443130 ENSP00000443130
ENSP00000444134 OR7G1
ENSP00000446100 CMIP
ENSP00000447300 RAB3IP
ENSP00000452780 B2M
ENSP00000453089 ENSP00000453089
ENSP00000454445 ENSP00000454445
ENSP00000455744 ENSP00000455744
ENSP00000456010 HNRNPUL2-BSCL2
ENSP00000458307 GGT6
ENSP00000460823 TOM1L1
ENSP00000000233 ARF5
ENSP00000006724 CEACAM7
ENSP00000167588 KRT20
ENSP00000168712 FGF4
ENSP00000170630 IL4R
ENSP00000188312 ACTR6
ENSP00000199320 DIMT1
ENSP00000215479 AMELY
ENSP00000215587 POLR2E
ENSP00000215631 GADD45B
ENSP00000216127 RASD2
ENSP00000216223 IL2RB
ENSP00000217428 SPINT3
ENSP00000219476 TSC2
ENSP00000221418 ECH1
ENSP00000221444 KCNA7
ENSP00000221515 RETN
ENSP00000221804 CLC
ENSP00000222307 KXD1
ENSP00000225688 RASD1
ENSP00000227322 ZPR1
ENSP00000227474 PUS3
ENSP00000228837 FGF6
ENSP00000229251 COPS7A
ENSP00000229281 C12orf57
ENSP00000229416 GCLC
ENSP00000230056 GMNN
ENSP00000231572 RARS
ENSP00000232424 HES1
ENSP00000234739 BCL9
ENSP00000235521 WARS2
ENSP00000237853 ELL2
ENSP00000239462 TNN
ENSP00000240662 KCNJ8
ENSP00000242152 NPY
ENSP00000242729 SSPN
ENSP00000243052 PDE1B
ENSP00000243314 MAGEA9
ENSP00000243326 RIF1
ENSP00000244520 SNRPC
ENSP00000244527 SLC17A1
ENSP00000245817 TNFSF9
ENSP00000246657 CCR7
ENSP00000248244 TICAM1
ENSP00000248564 GNG11
ENSP00000248572 GNGT1
ENSP00000249440 HOXD3
ENSP00000250092 CD68
ENSP00000251203 PBX4
ENSP00000251473 PLPPR2
ENSP00000252809 GDF15
ENSP00000253023 UBE2M
ENSP00000253262 NUTM2F
ENSP00000253381 DEFB118
ENSP00000253814 NDFIP1
ENSP00000254630 PTCD3
ENSP00000254663 SCLY
ENSP00000255030 CRP
ENSP00000257637 TMEM243
ENSP00000257694 PNPLA8
ENSP00000257770 NT5E
ENSP00000258424 COX5B
ENSP00000258947 CALCOCO2
ENSP00000259075 TANK
ENSP00000259806 FOXF2
ENSP00000259939 RNF144B
ENSP00000260356 THBS1
ENSP00000261015 WDR12
ENSP00000261247 JKAMP
ENSP00000261401 CORO1C
ENSP00000261658 BFAR
ENSP00000262345 IL12RB2
ENSP00000262426 FOXF1
ENSP00000262653 CBFA2T2
ENSP00000262741 PIK3R3
ENSP00000262971 PIAS4
ENSP00000263233 SYP
ENSP00000264039 GPC1
ENSP00000264080 GPR108
ENSP00000264389 COPS4
ENSP00000264498 FGF2
ENSP00000264595 AGA
ENSP00000264639 PSMD3
ENSP00000265097 THOC3
ENSP00000265171 EGF
ENSP00000265742 ANKIB1
ENSP00000265854 MAD1L1
ENSP00000266095 PISD
ENSP00000266458 GABARAPL1
ENSP00000268150 MFGE8
ENSP00000268296 ITGAX
ENSP00000268459 NKD1
ENSP00000268638 IRF8
ENSP00000268717 COPS3
ENSP00000270176 SCYL1
ENSP00000270509 FBN3
ENSP00000271764 EIF2D
ENSP00000272342 ETAA1
ENSP00000272907 NYAP2
ENSP00000272930 UBE2F
ENSP00000272995 COPS7B
ENSP00000273666 STXBP5L
ENSP00000274217 FAM105A
ENSP00000274764 HIST1H2BA
ENSP00000275635 LAT2
ENSP00000276440 DOCK5
ENSP00000278919 FEZ1
ENSP00000282226 FAM151B
ENSP00000283290 ATG3
ENSP00000285735 RHOC
ENSP00000286657 ADAMTS3
ENSP00000287647 FANCD2
ENSP00000287748 LYZL4
ENSP00000288937 MRPL17
ENSP00000289473 NCF1
ENSP00000290374 GJD2
ENSP00000294507 LAPTM5
ENSP00000295755 RETNLB
ENSP00000295802 RETSAT
ENSP00000296026 CXCL3
ENSP00000296135 LZTFL1
ENSP00000296591 EDIL3
ENSP00000296666 PRRC1
ENSP00000298159 CFL2
ENSP00000298838 PACSIN3
ENSP00000298892 CAPRIN2
ENSP00000300584 TBC1D2B
ENSP00000300659 NFATC3
ENSP00000300692 CD3D
ENSP00000301019 CDT1
ENSP00000301587 ATP5H
ENSP00000301904 SCARA3
ENSP00000302021 MUC7
ENSP00000302100 LGALS4
ENSP00000302913 SH3D19
ENSP00000303145 TMED10
ENSP00000303231 IL12A
ENSP00000303366 LMAN2
ENSP00000304903 CD2BP2
ENSP00000305207 OR1A1
ENSP00000305790 SF3B3
ENSP00000305995 PGK2
ENSP00000306010 ARF4
ENSP00000306548 MRPL13
ENSP00000306565 ISG20
ENSP00000306866 GABARAP
ENSP00000306881 SEC23A
ENSP00000307265 IRF2BP1
ENSP00000308897 MRPL11
ENSP00000309285 CCDC96
ENSP00000309439 HOXB9
ENSP00000309509 PLAC8
ENSP00000309576 LGALS8
ENSP00000309629 CFL1
ENSP00000310621 HHATL
ENSP00000310661 PDE7B
ENSP00000311447 ASPHD1
ENSP00000311962 GGA2
ENSP00000312272 YPEL2
ENSP00000313243 HSF5
ENSP00000313967 C1QB
ENSP00000314077 TSPY2
ENSP00000315017 MRPL1
ENSP00000315791 CSTF3
ENSP00000316012 SPAG11A
ENSP00000316861 GPM6B
ENSP00000316909 SLC17A8
ENSP00000317327 UBASH3A
ENSP00000317332 SNX18
ENSP00000317580 NEUROG1
ENSP00000319104 SUPT6H
ENSP00000319705 DUOXA2
ENSP00000319814 PCK1
ENSP00000320084 CD276
ENSP00000320346 ELL3
ENSP00000320485 ARID1A
ENSP00000320898 RNF168
ENSP00000320924 WIPF2
ENSP00000321330 RNF144A
ENSP00000321744 HIST1H2BC
ENSP00000321971 RHOT2
ENSP00000322087 NHLH2
ENSP00000322421 HBA1
ENSP00000322802 TSPYL5
ENSP00000322845 ZMYM3
ENSP00000322915 ZMYM4
ENSP00000323720 MED14
ENSP00000324124 POLR2L
ENSP00000325017 NCAPD2
ENSP00000325527 FBN1
ENSP00000325775 GJC3
ENSP00000326119 PMAIP1
ENSP00000326519 PAGR1
ENSP00000326550 TACC3
ENSP00000327197 SENP5
ENSP00000327268 NDUFV2
ENSP00000327704 PSMF1
ENSP00000327889 INTS5
ENSP00000327890 IL3RA
ENSP00000328598 HOXD1
ENSP00000328690 DDX24
ENSP00000329097 PHF6
ENSP00000329991 IFNL1
ENSP00000329995 FAM186A
ENSP00000330753 BRWD1
ENSP00000331167 LMNTD2
ENSP00000331368 SERPINB8
ENSP00000331766 CLECL1
ENSP00000332208 RFX6
ENSP00000333188 FOXL2
ENSP00000333639 IFNL2
ENSP00000333837 MRPL12
ENSP00000334122 FGF3
ENSP00000334538 SREK1
ENSP00000337194 PRPF4B
ENSP00000337439 DACT1
ENSP00000337510 FBXO40
ENSP00000338477 HNRNPF
ENSP00000338548 FGF1
ENSP00000338927 ZNF385A
ENSP00000339182 ATP13A4
ENSP00000339280 CCDC30
ENSP00000339374 LGALS12
ENSP00000339393 CCR6
ENSP00000339621 LCN6
ENSP00000339740 CAMK2D
ENSP00000339804 TSLP
ENSP00000339826 PIK3AP1
ENSP00000340211 CORO1B
ENSP00000340445 SAXO2
ENSP00000341082 MRPL20
ENSP00000341108 HMX2
ENSP00000341344 GGA1
ENSP00000342322 TM7SF3
ENSP00000342434 BAZ1B
ENSP00000342667 RNF19A
ENSP00000342848 NOXA1
ENSP00000342886 HIST1H2BJ
ENSP00000343246 HOXA1
ENSP00000343398 TMPPE
ENSP00000343746 CORO2A
ENSP00000343930 KLHL17
ENSP00000343957 IFNAR2
ENSP00000344115 CDH5
ENSP00000344192 IL17A
ENSP00000344193 RNASE1
ENSP00000344241 ZMAT5
ENSP00000344299 PTAR1
ENSP00000344546 ARID1B
ENSP00000344562 CORO6
ENSP00000344831 SLC25A40
ENSP00000344989 DALRD3
ENSP00000345008 FBLN5
ENSP00000345824 TSPOAP1
ENSP00000346046 RPS17
ENSP00000346340 COPS8
ENSP00000346964 EGFLAM
ENSP00000347119 H2BFM
ENSP00000348074 CLEC9A
ENSP00000348849 RPS26
ENSP00000348924 HIST1H2BF
ENSP00000349022 ARC
ENSP00000349275 NRG1
ENSP00000349430 HIST1H2BK
ENSP00000349708 ZMYM6
ENSP00000349748 SFPQ
ENSP00000349887 ASNA1
ENSP00000350549 HMX3
ENSP00000351132 RHOT1
ENSP00000351325 PATE2
ENSP00000351473 GIMAP5
ENSP00000351642 BCAS4
ENSP00000352547 GPAT2
ENSP00000352734 RNF217
ENSP00000352802 WIPF1
ENSP00000352956 RBM23
ENSP00000353331 KIRREL2
ENSP00000353344 ETS2
ENSP00000353458 BAZ1A
ENSP00000353500 CLEC4C
ENSP00000353677 SLC17A2
ENSP00000353893 LGALS14
ENSP00000354723 H2BFWT
ENSP00000354911 TIFA
ENSP00000354958 FAM189B
ENSP00000355110 SMOC1
ENSP00000355124 KRT19
ENSP00000355136 SORBS1
ENSP00000355470 CNST
ENSP00000355593 DISC1
ENSP00000355751 THBS2
ENSP00000355870 HLX
ENSP00000356037 C4BPA
ENSP00000356320 ULBP2
ENSP00000356480 RNF2
ENSP00000356552 MR1
ENSP00000356563 PEX3
ENSP00000356713 IFNGR1
ENSP00000357068 KCNJ10
ENSP00000357112 AIM2
ENSP00000357597 TSPYL1
ENSP00000357840 MFSD4B
ENSP00000358151 HIST2H2BE
ENSP00000358430 TECTB
ENSP00000358518 F8A2
ENSP00000358549 RARS2
ENSP00000359221 RWDD3
ENSP00000359376 SLC17A9
ENSP00000359607 PYROXD2
ENSP00000359940 IGSF1
ENSP00000360464 NKAP
ENSP00000360549 SLC1A7
ENSP00000360569 SCP2
ENSP00000360593 COA7
ENSP00000361112 CHRDL1
ENSP00000361189 CDHR1
ENSP00000361264 RAPGEF1
ENSP00000361397 NUTM2G
ENSP00000361625 DOLPP1
ENSP00000361795 DBNDD2
ENSP00000362335 SAR1A
ENSP00000362555 RNF19B
ENSP00000362588 PBX3
ENSP00000362948 MED18
ENSP00000363018 RPL10A
ENSP00000363189 TMEM222
ENSP00000363250 GPN2
ENSP00000363768 C1QC
ENSP00000363894 NIPSNAP3B
ENSP00000363899 NIPSNAP3A
ENSP00000364000 COL5A2
ENSP00000364076 HLA-DQA2
ENSP00000364190 PBX2
ENSP00000364207 TBC1D2
ENSP00000364349 ATF6B
ENSP00000364398 HABP4
ENSP00000364467 LYZL2
ENSP00000364591 TSPYL2
ENSP00000364650 LYZL1
ENSP00000364864 KIF3B
ENSP00000364893 ARHGEF7
ENSP00000364979 COL4A1
ENSP00000365048 TNFSF13B
ENSP00000365152 MYLK2
ENSP00000365227 AIF1
ENSP00000365486 DEFB123
ENSP00000365530 STXBP4
ENSP00000365759 DDR1
ENSP00000366280 LMAN2L
ENSP00000366283 SLITRK5
ENSP00000366618 HIST1H2BL
ENSP00000367137 SLC17A4
ENSP00000367301 NDP
ENSP00000367453 ACBD7
ENSP00000367832 CCL7
ENSP00000368318 PUSL1
ENSP00000368667 DDX53
ENSP00000368887 PAK1IP1
ENSP00000369213 DDX58
ENSP00000369217 ARIH1
ENSP00000369559 OR51I1
ENSP00000369863 FAM57B
ENSP00000369907 SAXO1
ENSP00000370115 SERPINB1
ENSP00000371126 NUTM2A
ENSP00000371347 ANGPT4
ENSP00000371364 TMEM156
ENSP00000371790 FGF9
ENSP00000371985 KCNA1
ENSP00000373684 STK38L
ENSP00000374036 RPH3A
ENSP00000375057 ARL4C
ENSP00000375069 COL23A1
ENSP00000375904 LGALS16
ENSP00000376445 TIRAP
ENSP00000376534 BAZ2B
ENSP00000376957 DENND2C
ENSP00000377086 LONRF2
ENSP00000377751 SCOC
ENSP00000378307 PBRM1
ENSP00000378786 HLA-DRA
ENSP00000378917 ATXN2L
ENSP00000379098 CAMK2B
ENSP00000379138 AFP
ENSP00000379383 ENAM
ENSP00000379566 CCHCR1
ENSP00000379866 COL4A4
ENSP00000380177 HIST1H2BN
ENSP00000380378 PAFAH1B1
ENSP00000380495 DDX51
ENSP00000380523 CAPSL
ENSP00000380998 CHMP1A
ENSP00000381412 CAMK2A
ENSP00000381480 SPAG11B
ENSP00000381821 YPEL3
ENSP00000382083 COL25A1
ENSP00000382250 MRPS6
ENSP00000382717 WDR19
ENSP00000383516 HMX1
ENSP00000385432 SAR1B
ENSP00000385576 CEACAM16
ENSP00000385722 INTS1
ENSP00000386138 OR1C1
ENSP00000386227 MCC
ENSP00000386229 RGS14
ENSP00000386378 CD207
ENSP00000386439 SYNC
ENSP00000386959 CAPS2
ENSP00000388910 NFATC4
ENSP00000391879 TRIM26
ENSP00000392553 PLPP5
ENSP00000393198 HES4
ENSP00000393379 KIF5C
ENSP00000393511 ABLIM2
ENSP00000393566 HLA-DPA1
ENSP00000394051 NOSTRIN
ENSP00000394071 GDI1
ENSP00000394623 NUTM2B
ENSP00000395505 PATE3
ENSP00000395742 JAM3
ENSP00000396080 NUTM2D
ENSP00000398163 TSPY3
ENSP00000398632 CD44
ENSP00000399627 ENSP00000399627
ENSP00000399668 TSPY4
ENSP00000400958 PHTF2
ENSP00000403304 TSPY1
ENSP00000403524 BRAP
ENSP00000403946 MBTD1
ENSP00000405890 PBX1
ENSP00000406407 TSPY10
ENSP00000407353 LMNTD1
ENSP00000407521 NUTM2E
ENSP00000408405 KCTD1
ENSP00000410943 TSPYL4
ENSP00000414303 BDNF
ENSP00000415769 ITIH3
ENSP00000417003 PLEKHM3
ENSP00000417919 TSPYL6
ENSP00000418401 SRPRB
ENSP00000418707 SLAIN1
ENSP00000419195 CAMKV
ENSP00000420477 NACAD
ENSP00000427802 NACA2
ENSP00000428765 LETM2
ENSP00000431445 CD3G
ENSP00000432279 CHMP1B
ENSP00000433427 ARL15
ENSP00000434359 PUF60
ENSP00000436376 OMP
ENSP00000440190 TDRD3
ENSP00000441691 ITGAM
ENSP00000445831 HIST2H2BF
ENSP00000448035 NACA
ENSP00000449999 CLEC5A
ENSP00000454783 CORO2B
ENSP00000454786 ENSP00000454786
ENSP00000455507 OBSCN
ENSP00000456827 UBE2F-SCLY
ENSP00000457016 INO80E
ENSP00000457522 STX16-NPEPL1
ENSP00000459028 OR1D5
ENSP00000005180 CCL26
ENSP00000009041 STARD3NL
ENSP00000040738 BOD1L1
ENSP00000040877 TARBP1
ENSP00000156471 AQR
ENSP00000168148 SPP2
ENSP00000168216 HSD17B10
ENSP00000198536 PILRA
ENSP00000200181 ITGB4
ENSP00000206544 SLC22A17
ENSP00000210444 NANS
ENSP00000211413 PRRT1
ENSP00000216225 RBX1
ENSP00000216367 POLE2
ENSP00000216500 DHRS7
ENSP00000217423 CST4
ENSP00000218075 GLRA2
ENSP00000218176 KCND1
ENSP00000219207 PLLP
ENSP00000219439 HSDL1
ENSP00000220659 BRF2
ENSP00000220913 CHRAC1
ENSP00000222304 HAMP
ENSP00000222573 ITGB8
ENSP00000223029 AIMP2
ENSP00000223398 CLIP2
ENSP00000223642 C5
ENSP00000226796 GAR1
ENSP00000227163 SPI1
ENSP00000228515 CSRNP2
ENSP00000229307 NANOG
ENSP00000229314 GOLT1B
ENSP00000229402 KLRB1
ENSP00000230640 SKIV2L2
ENSP00000231512 C5orf15
ENSP00000231749 ZMYND10
ENSP00000232854 HEMK1
ENSP00000232888 RRP9
ENSP00000233557 NRBP1
ENSP00000233712 EVA1A
ENSP00000233838 GGCX
ENSP00000237449 DNAH6
ENSP00000237937 ZFAND5
ENSP00000243349 ACVR1C
ENSP00000244426 FBXO9
ENSP00000244930 SCGB2A1
ENSP00000245105 SH3TC1
ENSP00000245255 PIWIL1
ENSP00000245907 C3
ENSP00000246896 HTN1
ENSP00000247219 TBPL2
ENSP00000247866 NDUFB2
ENSP00000249299 LSM8
ENSP00000249749 DLL4
ENSP00000252329 PSMG3
ENSP00000253031 YIPF2
ENSP00000253193 LRP3
ENSP00000253407 C1QL1
ENSP00000254579 DNHD1
ENSP00000254806 WBP2
ENSP00000255608 BTBD2
ENSP00000255631 HSPBP1
ENSP00000256339 UNC79
ENSP00000256649 TRIM45
ENSP00000256997 ACP2
ENSP00000257215 DAGLA
ENSP00000258229 PCNX2
ENSP00000258484 EPC2
ENSP00000258991 TEX2
ENSP00000259053 CD302
ENSP00000259667 HINT2
ENSP00000259915 POU5F1
ENSP00000260118 GGH
ENSP00000260197 SORL1
ENSP00000260247 DCUN1D5
ENSP00000260402 PLCB2
ENSP00000260746 ARL3
ENSP00000260983 HECW2
ENSP00000261244 KIAA0586
ENSP00000261383 DNAH3
ENSP00000261441 RSBN1
ENSP00000261721 BTBD1
ENSP00000261749 ZFAND6
ENSP00000261973 RBM25
ENSP00000262215 ARFGEF1
ENSP00000262225 TMED2
ENSP00000262462 SLC27A6
ENSP00000262544 SEC23B
ENSP00000263177 PLPPR5
ENSP00000263413 C6
ENSP00000263713 EPB41L5
ENSP00000263736 SRBD1
ENSP00000263800 LTK
ENSP00000263816 LRP2
ENSP00000263849 ZC2HC1A
ENSP00000263915 GRB14
ENSP00000264037 TECTA
ENSP00000264260 IL18RAP
ENSP00000264279 NOP58
ENSP00000264428 GLRB
ENSP00000264677 SERPINI2
ENSP00000264935 CEP72
ENSP00000264992 ASTE1
ENSP00000265104 DNAH5
ENSP00000265148 CENPE
ENSP00000265294 GABRP
ENSP00000265334 CDKL3
ENSP00000265381 APBA1
ENSP00000265471 B3GAT3
ENSP00000265983 HPX
ENSP00000266014 GLT8D1
ENSP00000266505 PLCZ1
ENSP00000267436 L2HGDH
ENSP00000267803 DUOXA1
ENSP00000268802 NOB1
ENSP00000272644 GPR17
ENSP00000272732 SCRN3
ENSP00000272937 HES6
ENSP00000273936 CABS1
ENSP00000274520 IL9
ENSP00000274545 GABRA6
ENSP00000274606 NHP2
ENSP00000275428 GGCT
ENSP00000278353 HSD17B12
ENSP00000278865 MS4A3
ENSP00000278935 CEP164
ENSP00000278937 MPZL2
ENSP00000279230 PLCB3
ENSP00000282058 HAUS1
ENSP00000282516 NIPBL
ENSP00000282561 GJA1
ENSP00000284202 IMPACT
ENSP00000285046 FGD5
ENSP00000286827 TIAM1
ENSP00000287218 ZFAND3
ENSP00000288025 TMED6
ENSP00000290216 SCRN2
ENSP00000291860 KIR3DL3
ENSP00000291900 ZER1
ENSP00000292199 NLRX1
ENSP00000293362 PSME3
ENSP00000293872 LUC7L
ENSP00000294353 ZYG11B
ENSP00000295033 TRIM17
ENSP00000295066 DPY30
ENSP00000295400 TGFA
ENSP00000295452 GABRG1
ENSP00000296015 TTC14
ENSP00000296137 FYCO1
ENSP00000296513 ADAD1
ENSP00000296694 SCGB3A2
ENSP00000298251 HEPACAM
ENSP00000298943 C1QL3
ENSP00000299001 PIWIL4
ENSP00000299267 GABRB3
ENSP00000299596 TMEM41B
ENSP00000300215 EPB42
ENSP00000300557 PRR15L
ENSP00000301050 CACNB3
ENSP00000301202 LAIR2
ENSP00000301458 CD320
ENSP00000301463 SPRYD3
ENSP00000301671 GHDC
ENSP00000301945 ANTXR1
ENSP00000302289 EMB
ENSP00000302801 TRMT61B
ENSP00000303580 NKIRAS2
ENSP00000303584 N6AMT1
ENSP00000303712 RBMY1A1
ENSP00000304078 FAM83B
ENSP00000305204 CKAP2L
ENSP00000305824 KCNS3
ENSP00000306185 ANTXR2
ENSP00000306579 CERS6
ENSP00000306754 NEUROD2
ENSP00000306822 AVEN
ENSP00000306894 ETV5
ENSP00000307540 CST2
ENSP00000307850 DRAP1
ENSP00000307875 B3GAT1
ENSP00000308332 UTP23
ENSP00000308339 SEC16B
ENSP00000308548 ZNHIT2
ENSP00000308750 CBX2
ENSP00000309181 CCNE2
ENSP00000309644 BOD1
ENSP00000309767 NLRP6
ENSP00000310111 HSPB7
ENSP00000310696 B4GALT2
ENSP00000311427 SNX33
ENSP00000311733 CMKLR1
ENSP00000311984 NAXD
ENSP00000312385 EVX2
ENSP00000312554 DNAH12
ENSP00000312678 MID1
ENSP00000313309 FUZ
ENSP00000315035 PPP1R42
ENSP00000316779 BIN1
ENSP00000318258 CSRNP3
ENSP00000318270 PROM2
ENSP00000318604 MAF1
ENSP00000318684 VSIG2
ENSP00000318799 BHLHE22
ENSP00000319141 CYBRD1
ENSP00000319169 PRMT5
ENSP00000319482 DCUN1D3
ENSP00000319501 UGDH
ENSP00000319664 NUDC
ENSP00000320025 CACNB2
ENSP00000320359 IFT22
ENSP00000320965 B4GALT3
ENSP00000321347 STRBP
ENSP00000322061 C7
ENSP00000322373 PLEKHF2
ENSP00000323099 ATRIP
ENSP00000323184 MYCBPAP
ENSP00000323280 CD6
ENSP00000323580 IFT88
ENSP00000323588 SOX2
ENSP00000323805 PALM2
ENSP00000324122 PRPF31
ENSP00000324901 IQCK
ENSP00000325285 MTMR4
ENSP00000325525 KIR3DL2
ENSP00000325827 SEC16A
ENSP00000326031 PPP1CA
ENSP00000327168 PRR7
ENSP00000327315 TIAM2
ENSP00000327436 SETD3
ENSP00000328397 VMO1
ENSP00000329189 SETD4
ENSP00000330432 FAM83F
ENSP00000331487 NPLOC4
ENSP00000331871 RHD
ENSP00000332413 BEST3
ENSP00000332488 SPPL2C
ENSP00000332900 ADGRG3
ENSP00000333234 DEFB108B
ENSP00000333298 LAMP1
ENSP00000334008 PARVA
ENSP00000334100 EXOC7
ENSP00000334188 PFDN5
ENSP00000334625 DCUN1D4
ENSP00000335605 CMTM7
ENSP00000335628 SPDYA
ENSP00000335675 PRELID2
ENSP00000336127 TTC7B
ENSP00000336607 P2RX4
ENSP00000336725 DDX3Y
ENSP00000336769 KIR2DL1
ENSP00000336783 TNRC6C
ENSP00000337040 UNC119
ENSP00000338185 PLCB1
ENSP00000338988 PRELID3A
ENSP00000339613 POFUT2
ENSP00000339634 KIR2DL4
ENSP00000339659 TRIM2
ENSP00000339723 CIR1
ENSP00000340278 PARK7
ENSP00000340737 INTS12
ENSP00000340969 TEX264
ENSP00000340988 LDLRAD2
ENSP00000341171 MTSS1L
ENSP00000341442 SNTN
ENSP00000341662 AGMO
ENSP00000341992 NANOS3
ENSP00000342215 KIR2DL3
ENSP00000342924 MCPH1
ENSP00000343477 RUNX3
ENSP00000343706 MAGEH1
ENSP00000343818 CDK5RAP2
ENSP00000343890 CPTP
ENSP00000344314 OFD1
ENSP00000344609 BTG3
ENSP00000344942 UNC119B
ENSP00000345405 SPRED3
ENSP00000345988 PLCH1
ENSP00000346088 RPL22
ENSP00000346173 ETFB
ENSP00000346600 LBHD1
ENSP00000346829 WLS
ENSP00000347005 LUC7L2
ENSP00000347314 SPART
ENSP00000347719 TBCD
ENSP00000348043 LRRC20
ENSP00000348206 PRELID3B
ENSP00000348455 UVRAG
ENSP00000348751 BTN3A2
ENSP00000348897 GABRA2
ENSP00000348965 DYNC1H1
ENSP00000349156 SIAH1
ENSP00000349238 CCDC88B
ENSP00000351255 STAT4
ENSP00000351575 BDP1
ENSP00000351695 PNLIPRP1
ENSP00000351832 RAB3GAP2
ENSP00000352144 B4GALT4
ENSP00000352936 SPINK5
ENSP00000353198 PYY
ENSP00000353998 VKORC1L1
ENSP00000354053 GLT8D2
ENSP00000354125 EIF3B
ENSP00000354519 INPP5F
ENSP00000354560 KIFAP3
ENSP00000354722 EIF1AY
ENSP00000355315 RPL39
ENSP00000355747 PSEN2
ENSP00000355938 FLVCR1
ENSP00000356172 SOX13
ENSP00000356331 NR5A2
ENSP00000356366 DENND1B
ENSP00000356370 CRB1
ENSP00000356430 RGS18
ENSP00000356536 TEDDM1
ENSP00000356936 FCRLA
ENSP00000356972 NDUFS2
ENSP00000356985 DEDD
